text,label
need money cause owe sooooo many people money cant pay back without feeling guilty taking money dad,sadness
never ever thought blogging books mainly think blog something feel passionate thats books,joy
could look coordinates cave im feeling adventurous decide find tibris directions,joy
feel kind sadness television shows popular culture push birth mothers havent finished school real means support keep babies,joy
feel helpless overcome voice telling consistently firmly look disgusting huge,sadness
wanted feel like could depend put ur care dare say tender hands things hold dear u like winter never seen lands became cold,love
feel like punished choices made past,sadness
feel really successful fact read series books summer actually counted challenge finishing six total series,joy
feel nostalgic lot felt passing school,love
feel like actively hated every single second rather borne,anger
feel like go supermarket buy something totally delicious dinner money mother put account today,joy
lost power feeling lethargic headachie tired mentally blah get picture,sadness
attracted feeling admired object desire refusing give,joy
feel nothing empty nothing becomes something deep ache longing filled,sadness
possibly feel foolish,sadness
feel like pissed spend entire extra year school stupid biochem,anger
feel troubled lord honestly know,sadness
im feeling pressured desk due piles tasks waiting often pack go write quiet corner bedroom living room kitchen,fear
could feel peace welcomed week packing saying good bye dealing overwhelming feeling displacement,joy
feel petty jealousy anger yesterday face wifes happiness decision chaperone trip sons school,anger
ive always able produce work despite day job suspect professional pressures might add feeling artistic foment would take quite bit get saddle,joy
still feel somewhat dissatisfied,anger
go straight work need feel instantly glamorous usually wear pair nw skinnies pair high high shoes,joy
didnt feel disheartened,sadness
really feel finally create something lovely new room,love
feel like ive fake feelings lot often would liked,sadness
didnt feel emotional pulls toward anyone except lord,sadness
im fed christmas christmas really struggle feel festive,joy
seoul could help feel jealous,anger
admire makes feel amazed life,surprise
see forms havent yet feel agitated,anger
feel accepted,joy
feel homesick,sadness
feel confident good one,joy
every feel free,joy
feeling cold wet time,anger
wasnt feeling hot prior vineman little racin lot self talk im better spot mentally physically,love
think even christians trust assurance lord weak feel helpless,fear
got home work feeling adventurous also feeling active decided start poking belly see would happen,joy
would veer feeling utterly terrified utterly disorientated utterly queasy,fear
scared feeling stupid unintelligent felt like wasnt smart enough,sadness
feel kinds excitment bacuse really enjoy art hope art generate talk amongst loyal passerby,love
found deeply moving read feel book read twice much discover second time around might missed first read,sadness
hate seeing red windows even feel inside resonates cold uncaring world know exists behind making even aware pain inside,anger
feel bit rotten,sadness
feeling shitty today,sadness
feel unease room living room pleasant,joy
feel entertained arrive park,joy
hate seeing people hate one like everyone cant stand feeling hated,sadness
acknowledge actually fat definition feeling uncomfortable skin,fear
would hurt others feelings selfish,anger
feel foolish amazed yet feel foolish href http dkang,sadness
im feeling cute flirty bright coloured lipsticks im feeling bold etc,joy
im saying cut everyone life feel important find comfort solitude meditation working projects alone,joy
